id,predict_0,predict_1,predict_2
7696,0.415079,0.310147,0.274774
15172,0.32842,0.335653,0.335927
16647,0.48562,0.259198,0.255182
14209,0.358594,0.39071,0.250696
18121,0.479999,0.276315,0.243687
12144,0.328721,0.420061,0.251218
800,0.496074,0.263201,0.240725
13200,0.35903,0.38488,0.25609
5724,0.267927,0.264016,0.468057
15722,0.32842,0.335653,0.335927
6660,0.480124,0.276386,0.24349
8394,0.475633,0.278118,0.246249
5554,0.395461,0.339418,0.265121
10381,0.411761,0.346198,0.242041
15783,0.479999,0.276315,0.243687
10907,0.392688,0.355695,0.251618
11455,0.51566,0.242759,0.241581
5992,0.372046,0.286347,0.341608
16564,0.260952,0.283177,0.455871
7933,0.30602,0.398836,0.295143
16008,0.454281,0.310099,0.235621
7265,0.452893,0.288578,0.258529
11095,0.332902,0.42689,0.240208
2181,0.305503,0.382084,0.312413
8845,0.472279,0.282324,0.245396
13617,0.366787,0.353923,0.27929
17228,0.511172,0.247004,0.241823
16321,0.519024,0.241025,0.23995
14851,0.375811,0.233914,0.390275
9613,0.517979,0.23902,0.243001
3121,0.439288,0.307513,0.253199
4840,0.52073,0.240289,0.238981
18216,0.387966,0.323565,0.288469
17113,0.390965,0.358437,0.250598
4775,0.486984,0.235854,0.277162
14105,0.463309,0.260429,0.276261
4993,0.381207,0.371564,0.247229
8901,0.32842,0.335653,0.335927
15443,0.398472,0.346896,0.254632
435,0.51566,0.242759,0.241581
4595,0.34905,0.342466,0.308484
14503,0.417501,0.330999,0.251501
2191,0.391366,0.354815,0.253818
2163,0.390965,0.358437,0.250598
9987,0.520153,0.240023,0.239823
16234,0.404481,0.292195,0.303324
3834,0.352017,0.263027,0.384955
13133,0.43234,0.322566,0.245094
13909,0.323748,0.347925,0.328328
9952,0.383792,0.365746,0.250463
3666,0.309243,0.44203,0.248727
6072,0.473645,0.298848,0.227507
2936,0.257646,0.307561,0.434793
6497,0.335938,0.388932,0.27513
5645,0.52073,0.240289,0.238981
15476,0.457647,0.294971,0.247383
8472,0.52073,0.240289,0.238981
15687,0.472811,0.280274,0.246915
10682,0.479797,0.276198,0.244004
10772,0.371317,0.330162,0.298521
8156,0.285709,0.298932,0.415359
10436,0.32842,0.335653,0.335927
16827,0.520646,0.240251,0.239103
12299,0.340404,0.331927,0.327669
9258,0.291692,0.335921,0.372387
4759,0.422157,0.331887,0.245955
8989,0.429837,0.318221,0.251942
14823,0.520468,0.240168,0.239364
17270,0.390609,0.350305,0.259086
2005,0.402059,0.338041,0.2599
15757,0.474905,0.274275,0.250821
14476,0.474044,0.292409,0.233547
17243,0.300231,0.316481,0.383288
3908,0.394881,0.35576,0.249359
781,0.486984,0.235854,0.277162
5398,0.385536,0.278629,0.335835
2687,0.409722,0.344484,0.245793
5017,0.481282,0.28013,0.238588
140,0.411761,0.346198,0.242041
14897,0.496249,0.262278,0.241473
1487,0.405401,0.31845,0.276148
18371,0.520468,0.240168,0.239364
10170,0.508403,0.246227,0.24537
3464,0.388989,0.312856,0.298155
1535,0.481611,0.287056,0.231333
1442,0.37088,0.386012,0.243108
7249,0.395972,0.347222,0.256806
17510,0.384565,0.371691,0.243744
418,0.52073,0.240289,0.238981
16274,0.291513,0.310771,0.397716
12497,0.422715,0.331849,0.245436
17309,0.392548,0.355776,0.251676
3891,0.316192,0.409674,0.274134
8437,0.520646,0.240251,0.239103
9950,0.438248,0.298258,0.263494
5316,0.472236,0.300934,0.22683
12979,0.471228,0.280975,0.247797
14648,0.402322,0.351753,0.245925
8194,0.481772,0.286817,0.231411
10386,0.286856,0.277916,0.435228
12749,0.328485,0.309185,0.36233
16508,0.479999,0.276315,0.243687
16386,0.479826,0.276215,0.243959
12933,0.402322,0.351753,0.245925
2830,0.421696,0.324762,0.253542
11528,0.449728,0.320002,0.230271
15904,0.520153,0.240023,0.239823
16390,0.390965,0.358437,0.250598
14036,0.520468,0.240168,0.239364
17215,0.52073,0.240289,0.238981
14404,0.520153,0.240023,0.239823
12101,0.335745,0.325282,0.338973
10812,0.344102,0.399538,0.25636
4374,0.52073,0.240289,0.238981
9719,0.332873,0.423889,0.243238
8520,0.314522,0.40751,0.277968
15621,0.32842,0.335653,0.335927
7173,0.33512,0.326689,0.338191
7544,0.303352,0.390516,0.306132
7253,0.348795,0.341896,0.30931
16731,0.497797,0.263096,0.239108
17278,0.365434,0.381307,0.253259
16327,0.433745,0.319631,0.246624
15845,0.516049,0.238129,0.245821
6750,0.267927,0.264016,0.468057
7674,0.411761,0.346198,0.242041
17416,0.301028,0.452434,0.246538
9050,0.38634,0.309312,0.304348
8931,0.3109,0.37535,0.313749
13146,0.288327,0.31871,0.392963
11584,0.520153,0.240023,0.239823
8322,0.51566,0.242759,0.241581
16067,0.482667,0.26681,0.250522
11438,0.376039,0.380084,0.243878
677,0.347329,0.401663,0.251008
7475,0.348011,0.401244,0.250745
13400,0.38933,0.356902,0.253768
10255,0.51566,0.242759,0.241581
17987,0.479797,0.276198,0.244004
13651,0.301658,0.292257,0.406085
8226,0.518639,0.241085,0.240277
7643,0.390965,0.358437,0.250598
10318,0.337574,0.288022,0.374404
12382,0.372681,0.346971,0.280347
2912,0.278694,0.332687,0.38862
2254,0.322143,0.312105,0.365752
13110,0.336559,0.38965,0.273791
8355,0.316192,0.409674,0.274134
10753,0.430312,0.312424,0.257264
17974,0.460116,0.24147,0.298414
7588,0.41486,0.273064,0.312076
3209,0.46972,0.277378,0.252903
16325,0.434549,0.324716,0.240736
12009,0.410587,0.345211,0.244202
7141,0.395461,0.339418,0.265121
7584,0.311482,0.386339,0.302179
171,0.309243,0.44203,0.248727
14412,0.410083,0.344788,0.245129
16111,0.460081,0.304766,0.235153
17959,0.480124,0.276386,0.24349
401,0.473256,0.278496,0.248247
16571,0.389811,0.357379,0.25281
3294,0.381207,0.371564,0.247229
16220,0.284421,0.32794,0.387639
2404,0.519143,0.239557,0.241299
11002,0.427197,0.318398,0.254405
372,0.402059,0.338041,0.2599
15477,0.486984,0.235854,0.277162
41,0.472811,0.280274,0.246915
8671,0.520153,0.240023,0.239823
8129,0.323748,0.347925,0.328328
14683,0.480416,0.292915,0.22667
9873,0.47828,0.2635,0.25822
13577,0.515611,0.242736,0.241653
16132,0.517965,0.239014,0.243021
10100,0.411761,0.346198,0.242041
5629,0.466282,0.264728,0.26899
16618,0.352238,0.413887,0.233875
16876,0.309507,0.364705,0.325787
16036,0.507989,0.251737,0.240274
9322,0.406879,0.284154,0.308967
8549,0.520646,0.240251,0.239103
18132,0.471228,0.280975,0.247797
13487,0.405129,0.31742,0.277451
6904,0.316192,0.409674,0.274134
2799,0.4,0.340582,0.259418
9694,0.299043,0.305628,0.395328
4417,0.390965,0.358437,0.250598
1494,0.359676,0.320655,0.319669
13929,0.311201,0.388658,0.30014
6530,0.50212,0.263113,0.234768
2483,0.492014,0.268573,0.239413
3301,0.480124,0.276386,0.24349
11323,0.472485,0.280081,0.247434
1237,0.470673,0.282144,0.247182
1747,0.410587,0.345211,0.244202
2655,0.487748,0.277971,0.234281
16310,0.349553,0.323495,0.326952
4173,0.445446,0.30231,0.252243
17613,0.427844,0.335856,0.236299
18062,0.52073,0.240289,0.238981
4109,0.309243,0.44203,0.248727
15881,0.52073,0.240289,0.238981
17020,0.52073,0.240289,0.238981
7642,0.317401,0.36747,0.315129
9464,0.410587,0.345211,0.244202
22,0.471228,0.280975,0.247797
16394,0.387628,0.353969,0.258404
12854,0.32842,0.335653,0.335927
5073,0.416318,0.313681,0.270001
2069,0.500135,0.262073,0.237792
8545,0.520468,0.240168,0.239364
10775,0.354915,0.380669,0.264416
9744,0.480124,0.276386,0.24349
17138,0.51388,0.237412,0.248708
16619,0.518448,0.240757,0.240795
195,0.443548,0.305086,0.251366
10258,0.352271,0.411563,0.236166
4347,0.470884,0.298323,0.230793
17587,0.44579,0.275521,0.278689
3019,0.378164,0.357459,0.264377
18552,0.52073,0.240289,0.238981
13223,0.421696,0.324762,0.253542
7856,0.442451,0.304776,0.252773
9830,0.454281,0.310099,0.235621
10965,0.386638,0.348536,0.264826
4677,0.283926,0.302683,0.413391
12176,0.304678,0.311388,0.383934
15210,0.51262,0.247703,0.239677
3764,0.496155,0.269168,0.234677
16846,0.35762,0.410448,0.231932
771,0.305946,0.435678,0.258375
13019,0.304678,0.311388,0.383934
252,0.334006,0.423169,0.242825
11064,0.320268,0.434975,0.244758
18221,0.390965,0.358437,0.250598
11502,0.450682,0.289552,0.259766
14392,0.480124,0.276386,0.24349
9541,0.314865,0.327647,0.357488
3206,0.392323,0.353239,0.254439
1994,0.385536,0.278629,0.335835
17294,0.424023,0.300645,0.275332
344,0.520468,0.240168,0.239364
15404,0.42349,0.345215,0.231295
521,0.480078,0.27636,0.243563
876,0.52073,0.240289,0.238981
7671,0.389168,0.355219,0.255613
3351,0.520153,0.240023,0.239823
11771,0.520468,0.240168,0.239364
1511,0.408724,0.268115,0.323162
9265,0.436895,0.292126,0.270979
7982,0.480124,0.276386,0.24349
14175,0.420464,0.352419,0.227117
10039,0.481455,0.27499,0.243555
14091,0.503967,0.257618,0.238415
16518,0.515312,0.242595,0.242093
10022,0.494004,0.238708,0.267288
11564,0.481282,0.28013,0.238588
7125,0.479171,0.272093,0.248736
13985,0.351067,0.415266,0.233667
16442,0.443588,0.314075,0.242337
8894,0.473579,0.276917,0.249504
12070,0.470156,0.272836,0.257007
5222,0.430414,0.326367,0.243219
5035,0.316192,0.409674,0.274134
11720,0.519024,0.241025,0.23995
2902,0.393951,0.340668,0.265381
16663,0.389316,0.356925,0.253759
5322,0.373965,0.377988,0.248047
18013,0.288327,0.31871,0.392963
7204,0.51566,0.242759,0.241581
5241,0.397762,0.303025,0.299214
10289,0.473256,0.278496,0.248247
2841,0.400089,0.298946,0.300964
799,0.472765,0.280247,0.246988
1913,0.265156,0.316526,0.418319
4910,0.493536,0.269403,0.237061
451,0.321314,0.439303,0.239383
10840,0.393951,0.340668,0.265381
15308,0.321084,0.369245,0.309671
10669,0.338004,0.30276,0.359235
9628,0.483491,0.274546,0.241964
1010,0.425305,0.322735,0.25196
11501,0.250493,0.311908,0.4376
12727,0.448352,0.306693,0.244956
13407,0.520646,0.240251,0.239103
11481,0.405013,0.340103,0.254884
7183,0.306758,0.370349,0.322893
1066,0.51566,0.242759,0.241581
4010,0.52073,0.240289,0.238981
13436,0.47768,0.292874,0.229445
13848,0.520153,0.240023,0.239823
15025,0.352271,0.411563,0.236166
3313,0.343146,0.419696,0.237158
13580,0.479797,0.276198,0.244004
14183,0.449968,0.301656,0.248376
11433,0.475633,0.278118,0.246249
9442,0.399772,0.340644,0.259585
15,0.520153,0.240023,0.239823
10817,0.519638,0.239786,0.240576
330,0.309243,0.44203,0.248727
17999,0.482465,0.273963,0.243572
6883,0.410587,0.345211,0.244202
7946,0.3333,0.385878,0.280822
2122,0.430639,0.314096,0.255264
16053,0.513807,0.241887,0.244306
889,0.520468,0.240168,0.239364
3521,0.438248,0.298258,0.263494
18229,0.286292,0.282112,0.431596
11922,0.472811,0.280274,0.246915
2870,0.519024,0.241025,0.23995
4093,0.34816,0.341274,0.310565
283,0.399222,0.331546,0.269232
10344,0.414221,0.34048,0.245299
531,0.520468,0.240168,0.239364
2710,0.448056,0.294664,0.257279
8826,0.391604,0.34023,0.268166
10484,0.519722,0.239824,0.240453
12881,0.415356,0.22339,0.361255
5013,0.433403,0.299567,0.26703
1189,0.425531,0.301715,0.272754
7899,0.480078,0.27636,0.243563
12413,0.410083,0.344788,0.245129
11046,0.410083,0.344788,0.245129
5834,0.490636,0.257095,0.252269
14782,0.486224,0.273293,0.240484
9994,0.51262,0.247703,0.239677
147,0.471593,0.280955,0.247453
2152,0.52073,0.240289,0.238981
3478,0.440441,0.267199,0.29236
8873,0.411051,0.345601,0.243348
5577,0.340404,0.331927,0.327669
12729,0.402059,0.338041,0.2599
11488,0.358037,0.380567,0.261396
17901,0.331879,0.42669,0.241431
650,0.376258,0.3502,0.273542
3127,0.431688,0.315606,0.252705
3761,0.32113,0.409889,0.268981
16587,0.417663,0.203537,0.3788
11773,0.333142,0.35342,0.313437
11000,0.45836,0.299557,0.242083
10785,0.497797,0.263096,0.239108
2280,0.387184,0.232989,0.379827
13306,0.381207,0.371564,0.247229
14185,0.497998,0.250588,0.251414
18326,0.391711,0.345683,0.262606
2544,0.479826,0.276215,0.243959
6979,0.316983,0.441046,0.241971
50,0.311504,0.388063,0.300432
11525,0.416318,0.313681,0.270001
13479,0.442204,0.250951,0.306845
8865,0.405091,0.290314,0.304594
14822,0.352271,0.411563,0.236166
9763,0.479797,0.276198,0.244004
2129,0.309243,0.44203,0.248727
13332,0.510551,0.246704,0.242745
7082,0.520646,0.240251,0.239103
7783,0.383101,0.376587,0.240312
7202,0.479797,0.276198,0.244004
18223,0.390965,0.358437,0.250598
6631,0.383928,0.357443,0.258629
14666,0.482465,0.273963,0.243572
4432,0.448902,0.260541,0.290557
6566,0.410587,0.345211,0.244202
11828,0.27866,0.264752,0.456589
3485,0.327324,0.395949,0.276727
17499,0.49944,0.262092,0.238469
5855,0.501478,0.247901,0.250621
15165,0.520468,0.240168,0.239364
4574,0.472666,0.278149,0.249185
9316,0.313054,0.400958,0.285989
17011,0.519836,0.239877,0.240287
12002,0.395972,0.347222,0.256806
17674,0.430363,0.293786,0.275851
232,0.520153,0.240023,0.239823
5584,0.309243,0.44203,0.248727
18310,0.471352,0.281049,0.247598
5677,0.281733,0.287937,0.43033
18145,0.520646,0.240251,0.239103
3086,0.43234,0.322566,0.245094
15184,0.365881,0.290011,0.344108
16348,0.51566,0.242759,0.241581
17675,0.51566,0.242759,0.241581
3074,0.44319,0.300779,0.256031
3355,0.422119,0.296979,0.280903
9764,0.444947,0.293464,0.261589
4951,0.358575,0.330007,0.311419
11942,0.497502,0.250339,0.252159
3983,0.381207,0.371564,0.247229
3344,0.390609,0.350305,0.259086
8511,0.286856,0.277916,0.435228
14693,0.423849,0.333032,0.243119
16480,0.50891,0.246473,0.244617
13782,0.413099,0.324589,0.262312
4869,0.461199,0.299498,0.239303
1459,0.352272,0.419265,0.228464
10674,0.379319,0.304541,0.31614
16104,0.520468,0.240168,0.239364
16927,0.470498,0.284789,0.244713
11812,0.346961,0.247951,0.405088
12488,0.334377,0.368175,0.297448
6612,0.520153,0.240023,0.239823
10000,0.442197,0.294465,0.263338
10605,0.480078,0.27636,0.243563
18523,0.438507,0.312903,0.24859
11708,0.383449,0.360199,0.256352
12948,0.400089,0.298946,0.300964
7825,0.515312,0.242595,0.242093
14772,0.378998,0.387625,0.233377
15734,0.438248,0.298258,0.263494
17023,0.426456,0.273842,0.299702
15114,0.463513,0.283264,0.253222
4467,0.353792,0.332467,0.313741
16520,0.375573,0.37264,0.251787
17367,0.473293,0.288994,0.237713
4580,0.449355,0.279017,0.271629
6154,0.482113,0.273763,0.244124
1088,0.38475,0.282855,0.332395
15595,0.494382,0.239437,0.266181
10063,0.45362,0.309597,0.236782
7395,0.438248,0.298258,0.263494
2509,0.35762,0.410448,0.231932
15619,0.520468,0.240168,0.239364
10987,0.301028,0.452434,0.246538
4564,0.37052,0.37047,0.25901
17483,0.482949,0.274238,0.242813
16410,0.267927,0.264016,0.468057
14723,0.392323,0.353239,0.254439
1036,0.389811,0.357379,0.25281
4405,0.52073,0.240289,0.238981
7491,0.379769,0.373934,0.246297
14451,0.386468,0.362891,0.250641
18335,0.393041,0.26668,0.340278
15069,0.267927,0.264016,0.468057
2328,0.43234,0.322566,0.245094
17635,0.511591,0.247206,0.241203
16784,0.520153,0.240023,0.239823
230,0.480124,0.276386,0.24349
8896,0.343807,0.36652,0.289674
14835,0.470504,0.275448,0.254048
9983,0.404243,0.335421,0.260335
12133,0.511348,0.247089,0.241563
10893,0.386921,0.356526,0.256553
10904,0.439288,0.307513,0.253199
3087,0.391711,0.345683,0.262606
1254,0.52073,0.240289,0.238981
3402,0.315742,0.365549,0.318709
16362,0.279449,0.280803,0.439748
14681,0.437803,0.313266,0.248931
16420,0.487748,0.277971,0.234281
1559,0.52073,0.240289,0.238981
8700,0.520153,0.240023,0.239823
15452,0.442478,0.291212,0.26631
13565,0.4552,0.308702,0.236098
628,0.500426,0.236575,0.263
5344,0.286946,0.29009,0.422965
15163,0.381207,0.371564,0.247229
10766,0.511172,0.247004,0.241823
16380,0.409722,0.344484,0.245793
7770,0.484408,0.262057,0.253535
5412,0.438248,0.298258,0.263494
12885,0.43053,0.312316,0.257154
11332,0.483412,0.274501,0.242087
17718,0.390965,0.358437,0.250598
2780,0.480124,0.276386,0.24349
7411,0.487574,0.285559,0.226866
4038,0.41303,0.329628,0.257341
219,0.439103,0.298101,0.262795
382,0.499737,0.262248,0.238016
5134,0.366958,0.382325,0.250717
8782,0.357675,0.32511,0.317215
13297,0.498441,0.254144,0.247415
5655,0.327512,0.319356,0.353132
12,0.373599,0.351692,0.274708
18437,0.520468,0.240168,0.239364
15061,0.338092,0.423569,0.238339
17179,0.465942,0.264422,0.269636
15394,0.353792,0.332467,0.313741
13302,0.445106,0.274908,0.279986
16908,0.461391,0.298633,0.239977
11829,0.51262,0.247703,0.239677
18236,0.372989,0.321537,0.305474
14617,0.403922,0.344934,0.251144
1837,0.497502,0.250339,0.252159
13734,0.353793,0.304989,0.341218
14894,0.4,0.340582,0.259418
12703,0.474905,0.274275,0.250821
17190,0.358594,0.39071,0.250696
14704,0.357675,0.32511,0.317215
11412,0.52073,0.240289,0.238981
8880,0.299407,0.385437,0.315156
10855,0.326362,0.346579,0.327058
2636,0.265156,0.316526,0.418319
15890,0.406777,0.30972,0.283503
11288,0.480078,0.27636,0.243563
2037,0.399772,0.340644,0.259585
13921,0.519891,0.239902,0.240207
5640,0.411507,0.345985,0.242507
11354,0.473645,0.298848,0.227507
17161,0.411649,0.345902,0.242449
14317,0.520153,0.240023,0.239823
13513,0.406938,0.307077,0.285985
18208,0.456139,0.244681,0.29918
2020,0.517308,0.240515,0.242176
4801,0.390965,0.358437,0.250598
12728,0.520468,0.240168,0.239364
9614,0.381207,0.371564,0.247229
1259,0.315742,0.365549,0.318709
9799,0.35642,0.402728,0.240852
595,0.2558,0.355623,0.388577
13916,0.381207,0.371564,0.247229
2072,0.32842,0.335653,0.335927
3373,0.515165,0.23947,0.245366
9684,0.51566,0.242759,0.241581
9159,0.272808,0.32566,0.401532
13478,0.411761,0.346198,0.242041
14729,0.492418,0.239968,0.267614
10918,0.395461,0.339418,0.265121
11611,0.401207,0.329821,0.268972
17819,0.502699,0.251286,0.246015
17274,0.280528,0.35698,0.362492
253,0.257646,0.307561,0.434793
10504,0.411006,0.345563,0.243431
13012,0.361356,0.353009,0.285635
15828,0.519929,0.23992,0.240152
18056,0.52073,0.240289,0.238981
11009,0.453286,0.303126,0.243588
13653,0.520153,0.240023,0.239823
8329,0.353792,0.332467,0.313741
156,0.390452,0.366274,0.243274
18014,0.51566,0.242759,0.241581
2014,0.445281,0.293287,0.261432
1122,0.327572,0.428831,0.243597
17329,0.375616,0.368453,0.255931
2877,0.516134,0.238169,0.245697
10125,0.411761,0.346198,0.242041
5972,0.440051,0.296906,0.263043
4957,0.493536,0.269403,0.237061
8501,0.300164,0.375406,0.32443
18417,0.323396,0.34476,0.331844
4012,0.479091,0.272047,0.248861
13575,0.520646,0.240251,0.239103
14546,0.421696,0.324762,0.253542
12403,0.520153,0.240023,0.239823
236,0.520646,0.240251,0.239103
15805,0.418648,0.297639,0.283713
1052,0.51476,0.243351,0.241889
15084,0.375573,0.37264,0.251787
11239,0.396666,0.333507,0.269827
6191,0.43234,0.322566,0.245094
11792,0.510792,0.24682,0.242387
16090,0.410845,0.355199,0.233956
8843,0.520468,0.240168,0.239364
12914,0.480124,0.276386,0.24349
